arm_id;arm_data_ini;arm_data_fin;arm_altezza;arm_lunghezza_sbraccio;arm_numero_lampade;arm_lmp_potenza_nominale;tar_cod;tar_descr;tmo_id;tpo_cod;tpo_descr;sgn_id;sgn_data_inserimento;tcs_id;tcs_descr;tci_id;tci_descr
252523;21/9/2016;31/12/2019;900.0;0.0;1.0;101.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1148137;1/1/2025;13/2/2026;800.0;;1.0;40.0;AS;Armatura stradale;4096.0;SB;Sbraccio su palo;;;;;;
167447;18/9/2018;31/12/2019;1120.0;0.0;1.0;250.0;AS;Armatura stradale;33.0;TP;Testapalo;;;;;;
853302;1/1/2022;13/2/2026;500.0;0.0;1.0;29.0;AS;Armatura stradale;772.0;TP;Testapalo;;;;;;
171828;18/9/2018;13/2/2026;1000.0;0.0;1.0;100.0;AS;Armatura stradale;53.0;TP;Testapalo;;;;;;
507916;1/1/2020;31/12/2022;900.0;0.0;1.0;150.0;AS;Armatura stradale;23.0;TP;Testapalo;;;;;;
140501;26/3/2018;13/2/2026;800.0;0.0;1.0;31.0;AS;Armatura stradale;1867.0;SB;Sbraccio su palo;;;;;;
567818;20/5/2020;31/10/2024;0.0;0.0;1.0;100.0;AS;Armatura stradale;68.0;NN;Non noto;;;;;;
906666;1/1/2023;31/12/2023;900.0;;1.0;100.0;AS;Armatura stradale;66.0;SB;Sbraccio su palo;;;;;;
1205163;1/1/2023;13/2/2026;300.0;0.0;1.0;23.0;AU;Arredo urbano;4316.0;TP;Testapalo;;;;;;
1213787;1/1/2025;13/2/2026;500.0;100.0;1.0;100.0;LA;Lanterna artistica ;2065.0;NN;Non noto;;;;;;
1058114;30/11/2021;13/2/2026;550.0;;1.0;40.0;AU;Arredo urbano;1745.0;TP;Testapalo;;;;;;
1030586;15/12/2023;13/2/2026;600.0;;1.0;70.0;AS;Armatura stradale;7.0;TP;Testapalo;;;;;;
608719;1/11/2020;30/12/2021;500.0;0.0;1.0;10.0;SF;Sfera;1454.0;TP;Testapalo;;;;;;
1271774;1/1/2026;13/2/2026;800.0;;1.0;25.0;AS;Armatura stradale;1379.0;SB_DR;Sbraccio attacco dritto;;;;;;
296534;10/11/2016;13/2/2026;900.0;0.0;1.0;100.0;NN;Non noto;100.0;NN;Non noto;;;;;;
1096055;14/9/2023;13/2/2026;500.0;70.0;1.0;30.0;AU;Arredo urbano;1796.0;SB_SO;Sbraccio attacco sospeso;;;;;;
859761;1/10/2022;13/2/2026;700.0;;1.0;70.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
355786;29/5/2017;30/12/2021;800.0;200.0;1.0;70.0;AS;Armatura stradale;104.0;SB;Sbraccio su palo;;;;;;
541602;1/1/2020;31/12/2022;800.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
1095974;14/9/2023;13/2/2026;400.0;100.0;1.0;20.0;LA;Lanterna artistica ;3863.0;ME_DR;Mensola attacco dritto;;;;;;
1113969;22/11/2024;13/2/2026;400.0;;1.0;24.0;AU;Arredo urbano;1745.0;TP;Testapalo;;;;;;
188778;28/6/2016;31/12/2021;700.0;75.0;1.0;25.0;AS;Armatura stradale;1241.0;SB;Sbraccio su palo;;;;;;
230682;1/8/2016;31/12/2019;0.0;0.0;1.0;150.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
542436;1/1/2020;13/2/2026;700.0;0.0;1.0;16.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
420643;1/10/2019;31/10/2020;800.0;0.0;1.0;40.0;AS;Armatura stradale;550.0;SB;Sbraccio su palo;;;;;;
708393;1/1/2022;13/2/2026;1050.0;10.0;1.0;85.0;AS;Armatura stradale;722.0;SB;Sbraccio su palo;;;;;;
109504;1/1/2018;31/10/2020;0.0;0.0;1.0;100.0;SF;Sfera;189.0;TP;Testapalo;;;;;;
457938;1/1/2020;13/2/2026;0.0;0.0;1.0;35.0;PR;Proiettore;600.0;IN;Incassato;;;;;;
125193;1/1/2018;31/10/2020;0.0;0.0;1.0;39.0;AS;Armatura stradale;758.0;SB;Sbraccio su palo;;;;;;
290122;10/11/2016;31/12/2019;800.0;0.0;1.0;100.0;AS;Armatura stradale;1177.0;TP;Testapalo;;;;;;
1183563;1/1/2025;13/2/2026;320.0;0.0;1.0;28.0;AU;Arredo urbano;2810.0;TP;Testapalo;;;;;;
26654;1/1/2018;13/2/2026;400.0;0.0;1.0;125.0;AS;Armatura stradale;341.0;TP;Testapalo;;;;;;
998820;1/7/2023;13/2/2026;700.0;50.0;1.0;100.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
334249;25/1/2017;28/2/2022;0.0;0.0;1.0;125.0;NN;Non noto;189.0;NN;Non noto;;;;;;
955126;1/2/2022;13/2/2026;600.0;10.0;1.0;70.0;PR;Proiettore;601.0;SB;Sbraccio su palo;;;;;;
702201;1/1/2022;13/2/2026;750.0;0.0;1.0;72.0;AS;Armatura stradale;722.0;TP;Testapalo;;;;;;
976023;1/2/2023;31/12/2023;600.0;;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
855240;20/9/2022;1/6/2025;800.0;;;125.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
875526;1/12/2022;13/2/2026;800.0;150.0;1.0;52.0;AS;Armatura stradale;2803.0;SB;Sbraccio su palo;;;;;;
903448;1/1/2022;13/2/2026;900.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1101300;1/1/2024;13/2/2026;800.0;0.0;1.0;60.0;AS;Armatura stradale;2065.0;TP;Testapalo;;;;;;
1143644;2/9/2024;13/2/2026;600.0;;1.0;125.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
50391;1/1/2018;31/12/2020;1000.0;0.0;1.0;250.0;PR;Proiettore;189.0;MU;A muro o parete;;;;;;
1213198;1/1/2025;13/2/2026;350.0;;1.0;100.0;LA;Lanterna artistica ;2065.0;NN;Non noto;;;;;;
748026;1/1/2022;13/2/2026;0.0;;1.0;56.0;SP;Segnapasso;189.0;AT;A terra;;;;;;
766538;31/12/2021;31/12/2021;800.0;0.0;1.0;150.0;AS;Armatura stradale;599.0;TP;Testapalo;;;;;;
971258;14/8/2023;13/2/2026;400.0;;1.0;16.5;AS;Armatura stradale;2811.0;TP;Testapalo;;;;;;
1125336;1/1/2022;13/2/2026;500.0;50.0;1.0;48.0;AU;Arredo urbano;372.0;SB;Sbraccio su palo;;;;;;
696112;1/1/2022;13/2/2026;550.0;0.0;1.0;70.0;AU;Arredo urbano;189.0;TP;Testapalo;;;;;;
933544;1/1/2020;13/2/2026;;200.0;1.0;41.0;AS;Armatura stradale;1803.0;SB;Sbraccio su palo;;;;;;
606850;1/11/2020;30/12/2021;1100.0;0.0;1.0;250.0;AS;Armatura stradale;1461.0;NN;Non noto;;;;;;
453628;1/1/2019;31/12/2022;0.0;0.0;1.0;150.0;NN;Non noto;257.0;SB;Sbraccio su palo;;;;;;
231253;1/8/2016;31/12/2019;0.0;0.0;1.0;150.0;NN;Non noto;189.0;TP;Testapalo;;;;;;
42501;1/1/2018;31/12/2020;600.0;0.0;1.0;70.0;AS;Armatura stradale;323.0;TP;Testapalo;;;;;;
96452;1/1/2018;31/12/2021;800.0;10.0;1.0;75.0;AS;Armatura stradale;722.0;SB;Sbraccio su palo;;;;;;
772606;31/12/2021;31/12/2021;700.0;0.0;1.0;70.0;AS;Armatura stradale;3.0;SO;Sospensione;;;;;;
241516;9/9/2016;31/12/2019;900.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1260651;1/1/2026;13/2/2026;800.0;0.0;1.0;35.0;AS;Armatura stradale;1379.0;TP;Testapalo;;;;;;
180717;30/9/2018;13/2/2026;900.0;100.0;1.0;160.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
694425;1/1/2022;13/2/2026;850.0;150.0;2.0;80.0;PL;Plafoniera;189.0;SB;Sbraccio su palo;;;;;;
956805;1/6/2022;13/2/2026;550.0;0.0;1.0;29.0;AU;Arredo urbano;2587.0;TP;Testapalo;;;;;;
685311;10/8/2021;31/12/2022;0.0;0.0;1.0;63.0;AS;Armatura stradale;358.0;NN;Non noto;;;;;;
55920;1/1/2018;19/5/2020;0.0;0.0;1.0;70.0;AS;Armatura stradale;8.0;TP;Testapalo;;;;;;
1048354;1/1/2019;13/2/2026;455.0;0.0;1.0;35.0;AU;Arredo urbano;3677.0;TP;Testapalo;;;;;;
497688;1/1/2020;31/10/2020;800.0;0.0;1.0;100.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
193097;28/6/2016;31/12/2021;630.0;111.0;1.0;30.0;AU;Arredo urbano;967.0;SB;Sbraccio su palo;;;;;;
108807;1/1/2018;31/10/2020;1200.0;0.0;1.0;150.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
793608;1/1/2022;31/12/2025;450.0;0.0;1.0;70.0;PR;Proiettore;422.0;NN;Non noto;;;;;;
629577;1/11/2020;13/2/2026;1200.0;150.0;1.0;150.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
903083;1/1/2022;13/2/2026;950.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1190845;1/4/2025;13/2/2026;1000.0;200.0;1.0;89.0;AS;Armatura stradale;2424.0;SB;Sbraccio su palo;;;;;;
971394;1/1/2023;31/12/2023;800.0;250.0;1.0;150.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
721834;1/1/2022;31/7/2023;1000.0;200.0;1.0;62.0;AS;Armatura stradale;1362.0;SB;Sbraccio su palo;;;;;;
951334;1/2/2022;13/2/2026;700.0;0.0;1.0;57.0;AS;Armatura stradale;1867.0;TP;Testapalo;;;;;;
70602;1/1/2018;19/5/2020;0.0;0.0;1.0;70.0;AS;Armatura stradale;53.0;NN;Non noto;;;;;;
325989;2/12/2016;13/2/2026;0.0;0.0;1.0;100.0;AU;Arredo urbano;144.0;NN;Non noto;;;;;;
1214413;1/1/2025;13/2/2026;500.0;150.0;1.0;100.0;LA;Lanterna artistica ;2065.0;NN;Non noto;;;;;;
1046495;1/1/2019;13/2/2026;800.0;200.0;1.0;37.0;AS;Armatura stradale;1941.0;SB;Sbraccio su palo;;;;;;
262552;17/10/2016;31/12/2021;500.0;0.0;1.0;40.0;AU;Arredo urbano;485.0;TP;Testapalo;;;;;;
1269709;1/1/2026;13/2/2026;800.0;;1.0;41.0;AS;Armatura stradale;2297.0;TP;Testapalo;;;;;;
361821;28/8/2017;12/3/2019;0.0;10.0;1.0;70.0;AS;Armatura stradale;7.0;SB;Sbraccio su palo;;;;;;
370966;15/3/2018;31/1/2020;0.0;0.0;1.0;100.0;SF;Sfera;599.0;TP;Testapalo;;;;;;
1129682;1/1/2025;13/2/2026;1000.0;250.0;1.0;60.0;AS;Armatura stradale;2065.0;SB;Sbraccio su palo;;;;;;
1291773;1/1/2026;13/2/2026;800.0;;1.0;36.5;AS;Armatura stradale;1362.0;SB;Sbraccio su palo;;;;;;
533433;1/1/2020;31/5/2022;900.0;0.0;1.0;150.0;AS;Armatura stradale;982.0;TP;Testapalo;;;;;;
580131;1/1/2020;13/2/2026;0.0;0.0;1.0;70.0;AS;Armatura stradale;613.0;SB;Sbraccio su palo;;;;;;
648201;1/11/2020;13/2/2026;700.0;0.0;1.0;100.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
659147;1/1/2021;13/2/2026;900.0;0.0;1.0;100.0;AS;Armatura stradale;55.0;TP;Testapalo;;;;;;
387580;10/7/2019;31/12/2022;950.0;250.0;1.0;150.0;AS;Armatura stradale;433.0;SB;Sbraccio su palo;;;;;;
670679;1/1/2021;13/2/2026;820.0;0.0;1.0;45.0;AS;Armatura stradale;2844.0;SB;Sbraccio su palo;;;;;;
199434;28/6/2016;31/12/2021;300.0;0.0;1.0;36.0;PL;Plafoniera;1100.0;MU;A muro o parete;;;;;;
1198140;1/4/2025;13/2/2026;1000.0;200.0;1.0;61.0;AS;Armatura stradale;2443.0;SB;Sbraccio su palo;;;;;;
719324;24/1/2022;2/3/2022;500.0;20.0;1.0;70.0;AU;Arredo urbano;544.0;SB;Sbraccio su palo;;;;;;
463428;1/1/2020;13/2/2026;900.0;0.0;1.0;50.0;AS;Armatura stradale;550.0;TP;Testapalo;;;;;;
86281;1/1/2018;13/2/2026;700.0;100.0;1.0;0.0;LA;Lanterna artistica ;189.0;ME;Mensola;;;;;;
665504;1/1/2021;3/4/2022;1200.0;0.0;1.0;150.0;AS;Armatura stradale;323.0;TP;Testapalo;;;;;;
1151115;1/1/2024;13/2/2026;800.0;150.0;1.0;35.0;AS;Armatura stradale;2168.0;SB;Sbraccio su palo;;;;;;
930998;1/1/2023;31/12/2024;1000.0;;1.0;125.0;AS;Armatura stradale;166.0;SB;Sbraccio su palo;;;;;;
754189;1/1/2022;13/2/2026;;0.0;1.0;100.0;AS;Armatura stradale;241.0;TP;Testapalo;;;;;;
725721;7/4/2022;13/2/2026;700.0;0.0;1.0;73.0;AS;Armatura stradale;605.0;NN;Non noto;;;;;;
499610;1/1/2020;8/12/2020;750.0;0.0;1.0;100.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
269080;17/10/2016;31/12/2021;400.0;0.0;1.0;100.0;SF;Sfera;170.0;TP;Testapalo;;;;;;
859363;1/10/2022;13/2/2026;700.0;1.0;1.0;100.0;AU;Arredo urbano;189.0;SB;Sbraccio su palo;;;;;;
1058312;30/11/2021;13/2/2026;550.0;0.0;1.0;19.0;AU;Arredo urbano;1745.0;TP;Testapalo;;;;;;
53534;1/1/2018;13/2/2026;750.0;100.0;1.0;44.0;AS;Armatura stradale;443.0;ME;Mensola;;;;;;
358114;29/5/2017;18/12/2019;0.0;150.0;1.0;100.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
228122;1/8/2016;31/12/2019;0.0;0.0;1.0;70.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
468993;1/1/2020;13/2/2026;1000.0;0.0;1.0;71.0;AS;Armatura stradale;1362.0;TP;Testapalo;;;;;;
1063325;1/1/2024;13/2/2026;900.0;0.0;1.0;51.5;AS;Armatura stradale;3723.0;TP;Testapalo;;;;;;
976203;1/2/2023;31/12/2023;1000.0;;1.0;250.0;PR;Proiettore;189.0;NN;Non noto;;;;;;
1297099;26/1/2026;13/2/2026;800.0;200.0;;100.0;AS;Armatura stradale;2065.0;SB;Sbraccio su palo;;;;;;
1036572;1/1/2024;13/2/2026;1000.0;100.0;1.0;70.0;LA;Lanterna artistica ;3637.0;SB;Sbraccio su palo;;;;;;
1136470;1/3/2025;13/2/2026;;;1.0;150.0;AS;Armatura stradale;2065.0;;;;;;;;
380863;10/7/2019;31/12/2022;850.0;200.0;1.0;100.0;AS;Armatura stradale;104.0;SB;Sbraccio su palo;;;;;;
1230228;1/1/2025;13/2/2026;1000.0;0.0;1.0;52.3;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
710989;1/1/2022;13/2/2026;650.0;0.0;1.0;73.0;AS;Armatura stradale;722.0;TP;Testapalo;;;;;;
194908;28/6/2016;31/12/2021;700.0;75.0;1.0;34.0;AS;Armatura stradale;105.0;SB;Sbraccio su palo;;;;;;
1009817;1/6/2023;31/5/2025;800.0;150.0;1.0;40.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
965095;1/1/2023;13/2/2026;1000.0;30.0;1.0;38.0;AS;Armatura stradale;2208.0;PI;Pipetta;;;;;;
51473;1/1/2018;31/8/2023;150.0;0.0;1.0;18.0;SP;Segnapasso;435.0;IN;Incassato;;;;;;
1002135;1/8/2023;13/2/2026;800.0;;1.0;150.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
268844;17/10/2016;31/12/2021;500.0;0.0;1.0;70.0;AU;Arredo urbano;124.0;NN;Non noto;;;;;;
971950;1/1/2023;31/12/2023;800.0;150.0;1.0;150.0;AS;Armatura stradale;189.0;ME;Mensola;;;;;;
704918;1/1/2022;16/5/2022;800.0;10.0;1.0;57.0;AS;Armatura stradale;722.0;SB;Sbraccio su palo;;;;;;
848713;1/1/2022;13/2/2026;700.0;0.0;1.0;38.0;AS;Armatura stradale;2208.0;TP;Testapalo;;;;;;
914819;1/1/2022;13/2/2026;;;1.0;22.0;AU;Arredo urbano;1344.0;TP;Testapalo;;;;;;
147926;18/9/2018;31/12/2024;0.0;0.0;1.0;41.5;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
1094461;1/1/2021;13/2/2026;700.0;0.0;1.0;32.0;AS;Armatura stradale;754.0;TP;Testapalo;;;;;;
1205479;1/1/2023;13/2/2026;1000.0;0.0;1.0;48.0;AS;Armatura stradale;1317.0;TP;Testapalo;;;;;;
887659;1/6/2022;31/12/2023;600.0;0.0;1.0;150.0;AU;Arredo urbano;189.0;NN;Non noto;;;;;;
1073520;1/1/2024;13/2/2026;600.0;;1.0;15.0;AS;Armatura stradale;3707.0;SB;Sbraccio su palo;;;;;;
1074026;1/1/2024;13/2/2026;450.0;;1.0;15.0;AU;Arredo urbano;2177.0;TP;Testapalo;;;;;;
320124;2/12/2016;13/2/2026;0.0;0.0;1.0;70.0;NN;Non noto;122.0;NN;Non noto;;;;;;
967229;1/1/2023;13/2/2026;750.0;100.0;1.0;22.0;AS;Armatura stradale;2208.0;MU;A muro o parete;;;;;;
1125195;1/1/2022;13/2/2026;1000.0;0.0;1.0;98.0;AS;Armatura stradale;1383.0;TP;Testapalo;;;;;;
955818;1/11/2022;31/12/2023;700.0;0.0;1.0;150.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
283437;17/10/2016;30/4/2021;0.0;0.0;1.0;150.0;NN;Non noto;104.0;NN;Non noto;;;;;;
723840;1/1/2022;13/2/2026;600.0;;1.0;21.0;PR;Proiettore;2175.0;MU;A muro o parete;;;;;;
633210;1/11/2020;13/2/2026;650.0;150.0;1.0;100.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
354744;29/5/2017;30/12/2021;400.0;50.0;1.0;125.0;SF;Sfera;599.0;SB;Sbraccio su palo;;;;;;
820607;1/1/2022;13/2/2026;0.0;50.0;1.0;26.0;AU;Arredo urbano;2376.0;SB;Sbraccio su palo;;;;;;
791984;1/1/2022;31/12/2025;800.0;;1.0;37.0;AS;Armatura stradale;1379.0;SB;Sbraccio su palo;;;;;;
1001185;1/8/2023;13/2/2026;1350.0;;1.0;400.0;PR;Proiettore;189.0;TP;Testapalo;;;;;;
1218947;1/3/2024;13/2/2026;800.0;0.0;1.0;28.0;AS;Armatura stradale;4357.0;TP;Testapalo;;;;;;
1292821;1/1/2026;13/2/2026;600.0;0.0;1.0;17.0;AS;Armatura stradale;1362.0;TP;Testapalo;;;;;;
1106147;1/1/2024;13/2/2026;;;1.0;15.0;AS;Armatura stradale;3361.0;NN;Non noto;;;;;;
935272;1/1/2023;13/2/2026;0.0;;1.0;52.4;AU;Arredo urbano;3062.0;TP;Testapalo;;;;;;
1205283;1/1/2023;13/2/2026;350.0;0.0;1.0;100.0;AU;Arredo urbano;226.0;TP;Testapalo;;;;;;
555762;1/1/2020;31/12/2021;400.0;0.0;1.0;125.0;SF;Sfera;599.0;TP;Testapalo;;;;;;
1019081;1/2/2023;13/2/2026;600.0;0.0;1.0;28.0;AU;Arredo urbano;3422.0;TP;Testapalo;;;;;;
351401;16/3/2017;31/12/2019;0.0;0.0;1.0;0.0;NN;Non noto;189.0;NN;Non noto;;;;;;
1134205;1/1/2024;13/2/2026;800.0;250.0;1.0;36.0;AS;Armatura stradale;3930.0;SB_DR;Sbraccio attacco dritto;;;;;;
771016;31/12/2021;31/12/2021;800.0;0.0;1.0;100.0;AS;Armatura stradale;66.0;TP;Testapalo;;;;;;
699136;1/7/2021;13/2/2026;;;1.0;23.0;;;;;;;;;;;
298829;10/11/2016;31/12/2019;800.0;0.0;1.0;150.0;AS;Armatura stradale;23.0;NN;Non noto;;;;;;
66908;1/1/2018;19/5/2020;0.0;0.0;1.0;70.0;AU;Arredo urbano;11.0;SB;Sbraccio su palo;;;;;;
1159528;1/1/2025;13/2/2026;800.0;100.0;1.0;75.5;AS;Armatura stradale;749.0;SB;Sbraccio su palo;;;;;;
990331;1/7/2023;13/2/2026;900.0;;1.0;100.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
627860;1/11/2020;13/2/2026;0.0;0.0;1.0;41.0;AS;Armatura stradale;750.0;TP;Testapalo;;;;;;
420596;1/10/2019;31/10/2020;400.0;0.0;1.0;20.0;SF;Sfera;1454.0;TP;Testapalo;;;;;;
734923;1/1/2022;31/1/2022;500.0;0.0;1.0;125.0;AU;Arredo urbano;613.0;TP;Testapalo;;;;;;
118408;1/1/2018;31/10/2020;1200.0;0.0;1.0;250.0;AS;Armatura stradale;189.0;TP;Testapalo;;;;;;
818500;1/1/2022;31/12/2024;0.0;0.0;1.0;63.0;AS;Armatura stradale;98.0;SB;Sbraccio su palo;;;;;;
4487;1/1/2018;13/2/2026;800.0;200.0;1.0;100.0;AS;Armatura stradale;237.0;NN;Non noto;;;;;;
1221814;1/4/2025;13/2/2026;800.0;300.0;1.0;55.0;AS;Armatura stradale;4357.0;SB;Sbraccio su palo;;;;;;
872899;1/12/2022;13/2/2026;400.0;0.0;1.0;19.0;SF;Sfera;2811.0;TP;Testapalo;;;;;;
1299381;1/1/2025;13/2/2026;900.0;200.0;1.0;30.0;AS;Armatura stradale;3360.0;SB;Sbraccio su palo;;;;;;
454169;1/1/2019;31/12/2022;0.0;200.0;1.0;127.0;AS;Armatura stradale;1503.0;SB;Sbraccio su palo;;;;;;
1037327;27/2/2024;28/2/2024;950.0;100.0;1.0;100.0;AS;Armatura stradale;;SB;Sbraccio su palo;;;;;;
1211134;1/4/2025;13/2/2026;350.0;0.0;1.0;20.0;AU;Arredo urbano;2811.0;TP;Testapalo;;;;;;
472227;1/1/2020;13/2/2026;800.0;0.0;1.0;30.0;AS;Armatura stradale;613.0;TP;Testapalo;;;;;;
1112892;1/4/2024;31/12/2024;800.0;;1.0;100.0;AU;Arredo urbano;2065.0;TP;Testapalo;;;;;;
151751;18/9/2018;13/2/2026;1120.0;0.0;1.0;400.0;AS;Armatura stradale;33.0;TP;Testapalo;;;;;;
1229781;1/1/2025;13/2/2026;800.0;30.0;1.0;33.8;AS;Armatura stradale;750.0;PI;Pipetta;;;;;;
1290079;1/1/2026;13/2/2026;800.0;0.0;1.0;25.0;AS;Armatura stradale;1362.0;TP;Testapalo;;;;;;
944238;1/1/2023;13/2/2026;0.0;;1.0;27.0;AS;Armatura stradale;358.0;SB;Sbraccio su palo;;;;;;
428366;1/10/2019;31/10/2020;800.0;0.0;1.0;100.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
89702;1/1/2018;31/12/2021;850.0;10.0;1.0;150.0;AS;Armatura stradale;241.0;SB;Sbraccio su palo;;;;;;
1266937;1/1/2026;13/2/2026;400.0;;1.0;19.0;AU;Arredo urbano;2292.0;TP;Testapalo;;;;;;
317768;2/12/2016;13/2/2026;0.0;0.0;1.0;2.0;NN;Non noto;189.0;AT;A terra;;;;;;
608893;1/11/2020;30/12/2021;800.0;0.0;1.0;150.0;AS;Armatura stradale;1421.0;TP;Testapalo;;;;;;
535054;1/1/2020;31/12/2024;900.0;0.0;1.0;100.0;AS;Armatura stradale;8.0;TP;Testapalo;;;;;;
1225821;1/1/2025;13/2/2026;400.0;;1.0;54.0;AU;Arredo urbano;1745.0;TP;Testapalo;;;;;;
1167995;1/1/2025;13/2/2026;900.0;0.0;1.0;100.0;AS;Armatura stradale;14.0;TP;Testapalo;;;;;;
841057;1/1/2022;31/3/2025;900.0;200.0;1.0;49.0;AS;Armatura stradale;2417.0;SB;Sbraccio su palo;;;;;;
581066;1/1/2020;31/1/2020;600.0;0.0;1.0;36.0;AS;Armatura stradale;749.0;NN;Non noto;;;;;;
172904;30/9/2018;13/2/2026;900.0;200.0;1.0;70.0;AS;Armatura stradale;53.0;SB;Sbraccio su palo;;;;;;
1252830;1/1/2026;13/2/2026;900.0;50.0;1.0;24.3;AS;Armatura stradale;4529.0;ME;Mensola;;;;;;
521275;1/1/2020;30/4/2021;900.0;300.0;1.0;100.0;AS;Armatura stradale;613.0;SB;Sbraccio su palo;;;;;;
185004;1/3/2019;13/2/2026;;;1.0;52.0;AS;Armatura stradale;550.0;TP;Testapalo;;;;;;
1281700;1/1/2023;13/2/2026;500.0;0.0;1.0;171.0;APL;Attraversamento pedonale;1348.0;TP;Testapalo;;;;;;
694650;1/1/2022;13/2/2026;400.0;0.0;1.0;70.0;AU;Arredo urbano;189.0;TP;Testapalo;;;;;;
545102;13/3/2019;13/2/2026;950.0;100.0;1.0;27.0;AS;Armatura stradale;1718.0;SB;Sbraccio su palo;;;;;;
341602;28/2/2017;31/12/2019;0.0;0.0;1.0;100.0;SF;Sfera;211.0;TP;Testapalo;;;;;;
338323;28/2/2017;31/12/2019;800.0;0.0;1.0;0.0;AS;Armatura stradale;189.0;NN;Non noto;;;;;;
1120363;1/1/2024;13/2/2026;800.0;0.0;1.0;100.0;AS;Armatura stradale;2.0;TP;Testapalo;;;;;;
910299;1/5/2022;13/2/2026;650.0;;1.0;50.0;AU;Arredo urbano;194.0;TP;Testapalo;;;;;;
443311;1/1/2019;31/12/2022;0.0;0.0;1.0;250.0;NN;Non noto;351.0;NN;Non noto;;;;;;
686984;10/8/2021;13/2/2026;0.0;0.0;1.0;53.0;AS;Armatura stradale;2069.0;NN;Non noto;;;;;;
404940;6/8/2019;13/2/2026;900.0;300.0;1.0;100.0;AS;Armatura stradale;640.0;SB;Sbraccio su palo;;;;;;
372167;15/3/2018;31/12/2021;0.0;0.0;1.0;100.0;AS;Armatura stradale;612.0;TP;Testapalo;;;;;;
1128927;1/1/2025;13/2/2026;700.0;;1.0;70.0;AS;Armatura stradale;2065.0;TP;Testapalo;;;;;;
971710;1/1/2023;31/12/2023;700.0;30.0;1.0;100.0;AS;Armatura stradale;189.0;SB;Sbraccio su palo;;;;;;
1155422;1/1/2025;13/2/2026;800.0;;1.0;36.0;AS;Armatura stradale;749.0;NN;Non noto;;;;;;
602925;1/11/2020;30/12/2021;650.0;0.0;1.0;70.0;AS;Armatura stradale;54.0;NN;Non noto;;;;;;
1044327;1/1/2019;13/2/2026;930.0;270.0;1.0;52.0;AS;Armatura stradale;1941.0;SB;Sbraccio su palo;;;;;;
939613;1/1/2023;13/2/2026;0.0;;1.0;58.0;AS;Armatura stradale;358.0;TP;Testapalo;;;;;;
1162758;1/1/2025;13/2/2026;0.0;0.0;1.0;41.5;AS;Armatura stradale;550.0;NN;Non noto;;;;;;
219783;1/8/2016;31/12/2019;0.0;0.0;1.0;18.0;NN;Non noto;189.0;SB;Sbraccio su palo;;;;;;
388183;10/7/2019;31/12/2022;600.0;30.0;1.0;100.0;AS;Armatura stradale;1278.0;SB;Sbraccio su palo;;;;;;
511976;1/1/2020;30/6/2021;700.0;0.0;1.0;150.0;AS;Armatura stradale;640.0;TP;Testapalo;;;;;;
1252210;1/1/2025;13/2/2026;800.0;100.0;1.0;28.0;AS;Armatura stradale;749.0;SB;Sbraccio su palo;;;;;;
1201198;1/4/2025;13/2/2026;3000.0;;1.0;1000.0;PR;Proiettore;1164.0;TP;Testapalo;;;;;;
857911;1/10/2022;13/2/2026;850.0;0.2;1.0;150.0;AU;Arredo urbano;189.0;SB;Sbraccio su palo;;;;;;
158434;18/9/2018;13/2/2026;320.0;0.0;1.0;27.0;AU;Arredo urbano;806.0;TP;Testapalo;;;;;;
